﻿year,region,energy_cost,size_estabish,value,unit,source
2560,ทั่วประเทศ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,1 - 15 คน,24307.97,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,16 - 25 คน,33453.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,26 - 30 คน,6208.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,31 - 50 คน,15924.39,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,51 - 200 คน,74542.01,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,มากกว่า 200 คน,186024.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,รวม,1945871.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,1 - 15 คน,351622.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,16 - 25 คน,80213.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,26 - 30 คน,214956.82,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,31 - 50 คน,70180.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,51 - 200 คน,412103.46,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,มากกว่า 200 คน,816793.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,รวม,2126855.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,1 - 15 คน,113083.11,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,16 - 25 คน,20959.08,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,26 - 30 คน,29015.29,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,31 - 50 คน,130112.87,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,51 - 200 คน,127396.59,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าเช่าที่ดิน,มากกว่า 200 คน,1706289,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,รวม,121392.81,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,1 - 15 คน,17726.21,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,16 - 25 คน,13061.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,31 - 50 คน,1395.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,51 - 200 คน,6011.76,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,มากกว่า 200 คน,83198.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าดอกเบี้ยจ่าย,รวม,9123619.32,พันบาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าดอกเบี้ยจ่าย,1 - 15 คน,491469.78,พันบาท,สำนักงานสถิติแห่งชาติ
